AFM|MANAS|134000|0|1|195|43062200|74470625|2080|UC
AFO|AFIENOU|393000|0|0|195|5408333|-2916667|0|DI
AFS|AFONSOS RIO DE JANEIRO|270000|0|0|195|-22867000|-43366833|0|SB
AG|SEMBAWANG SINGAPORE|325000|0|0|195|1423333|103823333|0|WS
AG|NNAMDI AZIKIWE INTL ABUJA|321000|0|0|195|9035028|7283111|0|DN
AG|AGRA|249500|0|0|195|27150194|77965306|0|VI
AG|NANJING|248000|0|0|195|31961586|118752361|0|ZS
AG|BUSHE AUGUSTA|233000|0|0|195|33286950|-81946884|0|K7
AG|BUSHE AUGUSTA|233000|0|0|195|33286956|-81946884|0|K7
AG|HOUARI BOUMEDIENE|110300|0|1|195|36710150|3249167|131|DA
AG|AGOY|381000|0|0|195|44139444|39026667|0|UR
AG|AGEN|400000|0|0|195|44150694|673722|0|LF
AG|LA GARENNE|110350|0|1|195|44171694|596806|240|LF
AGB|AUGSBURG|318000|0|0|195|48424297|10933095|0|ED
AGC|ALLEGHENY PITTSBURGH|110000|1|1|195|40278645|-80040856|1289|K6
AGD|ALTENBURG|115300|0|1|195|50982689|12512283|650|ED
AGG|AGALEGA|429000|0|0|195|-10366667|56600000|0|FI
AGG|AGRA|112000|1|1|195|27150464|77947792|551|VI
AGH|ARDYTH LAREDO|405000|0|0|195|27642331|-99458078|0|K4
AGH|ANCHIALOS|110400|1|1|195|39216222|22791925|76|LG
AGI|ARAGUAINA|205000|0|0|195|-7233706|-48242808|0|SB
AGJ|GOOCH SPRINGS|112500|1|1|195|31185506|-98141858|1191|K4
AGN|ALAGOINHAS|310000|0|0|195|-12152667|-38389500|0|SB
AGN|AGEN|114800|1|1|195|43888028|872861|896|LF
AGO|AGOY|116800|0|1|195|44138889|39025000|131|UR
AGO|ANGOULEME|404000|0|0|195|45710722|426889|0|LF
AGP|MALAGA|117150|1|1|195|36684333|-4487333|98|LE
AGU|MONTEAGUDO|305000|0|0|195|-19822778|-63961945|0|SL
AGU|AGUASCALIENTES|113600|1|1|195|21711400|-102319047|6112|MM
AGV|AGGENEYS|116700|1|1|195|-29481020|18562492|2648|FA
AGV|ACARIGUA|113400|1|1|195|9552083|-69237917|758|SV
AGZ|WAGNER|392000|0|0|195|43063392|-98293170|0|K3
AGZ|AYAGUZ|113600|1|1|195|47930556|80449722|2133|UA
AH|ANTALAHA|321000|0|0|195|-14998917|50317917|0|FM
AH|AHMEDABAD|215000|0|0|195|23141389|72699667|0|VA
AH|FERTILIA ALGHERO|337000|0|0|195|40699028|8330945|0|LI
AH|ANGELHOLM|417000|0|0|195|56266139|12900722|0|ES
AHC|AMEDEE HERLONG|109000|1|1|195|40267864|-120151967|4005|K2
AHD|UTAA ILS/CAT II|108700|0|0|195|38002542|58337850|692|UT
AHN|ATHENS|109600|1|1|195|33947595|-83324758|793|K7
AHO|ALGHERO|109300|0|1|195|40636056|8289556|87|LI
AHQ|WAHOO|400000|0|0|195|41239169|-96598361|0|K3
AHR|HERAT|116200|1|1|195|34206944|62232778|3270|OA
AHT|ASHIYA|108600|0|1|195|33887428|130649867|98|RJ
AHX|ATHENS|269000|0|0|195|32159319|-95830242|0|K4
AI|AITUTAKI|320000|0|0|195|-18824722|-159773333|0|NC
AI|AUKI|360000|0|0|195|-8701389|160680833|0|AG
AI|SAO JOAO|320000|0|0|195|-1281386|-44903286|0|SB
AI|AKWA IBOM|273000|0|0|195|4849034|8082200|0|DN
AI|ADDMO ARDMORE|400000|0|0|195|34232342|-96933128|0|K4
AI|ALICANTE|330000|0|0|195|38296167|-660000|0|LE
AI|VIDEO ANDERSON|394000|0|0|195|40069611|-85510806|0|K5
AIA|ALLIANCE|111800|1|1|195|42055631|-102804442|3927|K3
AIK|AIKEN|347000|0|0|195|33651800|-81676972|0|K7
AIL|ASWAN INTL|109500|0|1|195|23952750|32822750|687|HE
AIO|ATLANTIC|365000|0|0|195|41403978|-95046258|0|K3
AIR|BELLAIRE|117100|1|1|195|40017025|-80817228|1307|K5
AIT|AITKIN|397000|0|0|195|46548303|-93675436|0|K3
AIX|NANWAK MEKORYUK|112900|0|1|195|60385031|-166214775|33|PA
AIX|NANWAK MEKORYUK|323000|0|0|195|60385031|-166214775|0|PA
AIZ|KAISER KAISER/LAKE OZARK|377000|0|0|195|38096619|-92553072|0|K3
AJ|AGHAJARI|365000|0|0|195|30750000|49683333|0|OI
AJ|KRASNOYARSK|334000|0|0|195|56193333|92407222|0|UN
AJ|STARITSA|430000|0|0|195|56517500|34936389|0|UU
AJA|MOUNT MACAJNA GUAM|385000|0|0|195|13453500|144736917|0|PG
AJE|AWAJI|115600|1|1|195|34270303|134712942|884|RJ
AJF|AL JOUF|117800|1|1|195|29789528|40071694|2194|OE
AJO|AJACCIO|114800|1|1|195|41770528|8774667|2142|LF
AJR|AGHAJARI|114900|1|1|195|30744750|49680361|51|OI
AJR|HABERSHAM CORNELIA|347000|0|0|195|34501489|-83549895|0|K7
AK|AKURE|276000|0|0|195|7227114|5292178|0|DN
AK|AL KHOR|345000|0|0|195|25630189|51507328|0|OT
AK|AKENO|380000|0|0|195|34527778|136696667|0|RJ
AK|AKROTIRI|365000|0|0|195|34583972|33012539|0|LC
AK|AKRON|362000|0|0|195|41069733|-81387367|0|K5
AK|ASTANA|318000|0|0|195|51060278|71526111|0|UA
AKB|AKTOBE|113400|1|1|195|50263056|57183056|735|UA
AKE|AMAKUSA|113450|1|1|195|32480975|130159619|354|RJ
AKI|ANDUKI|250000|0|0|195|4630256|114371731|0|WB
AKI|AKHISAR|110200|0|1|195|38819500|27827222|285|LT
AKI|AKUREYRI|113600|1|1|195|65759806|-18004111|2100|BI
AKL|HASKELL|407000|0|0|195|33191056|-99720008|0|K4
AKN|KING SALMON|112800|1|1|195|58724714|-156752347|95|PA
AKO|AKRON|114400|1|1|195|40155553|-103179711|4623|K2
AKP|ANAKTUVUK PASS|348000|0|0|195|68136625|-151744228|0|PA
AKQ|WAKEFIELD|274000|0|0|195|36982820|-77000972|0|K6
AKR|AKROTIRI|116000|0|1|195|34579422|32962884|243|LC
AKT|AKENO|112050|0|1|195|34528528|136675167|20|RJ
AKT|PREVEZA|110000|1|1|195|38925914|20762178|35|LG
AKT|AKTAU|113300|1|1|195|43858611|51101944|59|UA
AKU|AKUJARVI IVALO|432000|0|0|195|68678389|27614628|0|EF
AKW|AKWA IBOM|113800|1|1|195|4895267|8104942|200|DN
AKW|KLAWOCK|115800|0|1|195|55568639|-133079333|30|PA
AKW|KLAWOCK|229000|0|0|195|55568639|-133079333|0|PA
AL|MALOLO NADI|385000|0|0|195|-17825834|177386945|0|NF
AL|HALIM JAKARTA|215000|0|0|195|-6193961|107040028|0|WI
AL|EMBAKASI NAIROBI|379000|0|0|195|-1376083|36933031|0|HK
AL|ACCRA|258000|0|0|195|5569178|-181781|0|DG
AL|ALABAT|247000|0|0|195|14220289|121924031|0|RP
AL|SANYA|205000|0|0|195|18315497|109506589|0|ZJ
AL|ALPOS ALTON-ST LOUIS|218000|0|0|195|38855009|-89938061|0|K5
AL|MATACAN SALAMANCA|359000|0|0|195|41030861|-5446945|0|LE
AL|PRICE WATERLOO|382000|0|0|195|42622167|-92509417|0|K3
AL|HAWKY ALBANY|219000|0|0|195|42817306|-73808500|0|K6
AL|TRINA WALLA WALLA|353000|0|0|195|46175567|-118196358|0|K1
AL|ALGASOVO|694000|0|0|195|53680278|41679722|0|UU
AL|YUZHNY IVANOVO|326000|0|0|195|56967500|40856111|0|UU
AL|BAYKIT|326000|0|0|195|61700833|96475833|0|UN
AL|LEPSOY ALESUND|398000|0|0|195|62596067|6221517|0|EN
ALA|ALTA|358000|0|0|195|69992289|23293161|0|EN
ALB|AL BATEEN ABU DHABI|114000|1|1|195|24438695|54446306|45|OM
ALB|ALBORAN|519000|0|0|195|35938056|-3035278|0|LE
ALB|ALBANY|115300|1|1|195|42747281|-73803186|272|K6
ALB|ALBENGA|116950|1|1|195|44048167|8127611|144|LI
ALC|AMAMI|115500|1|1|195|28443670|129584067|996|RO
ALD|AL UDEID|115200|1|1|195|25092758|51325856|104|OT
ALD|ALLENDALE|116700|1|0|195|33012494|-81292233|0|K7
ALD|ALLGAU MEMMINGEN/ALLGAU|117200|0|1|195|47988700|10231231|2145|ED
ALD|ALDERNEY|383000|0|0|195|49708870|-2199772|0|EG
ALE|ALEJANDRIA|412500|0|0|195|6394722|-75141111|0|SK
ALE|ALEPPO|114500|1|1|195|36179683|37209378|1276|OS
ALE|ALEPPO|396000|0|0|195|36185997|37223297|0|OS
ALF|ALSTER|115800|0|1|195|53635295|9994159|65|ED
ALG|CIUDAD DEL ESTE|293000|0|0|195|-25369722|-54761389|0|SG
ALG|ALGHERO|113800|1|1|195|40628139|8243889|1453|LI
ALG|ALGHERO|382000|0|0|195|40639972|8291639|0|LI
ALG|ALLGAU MEMMINGEN|341000|0|0|195|47997406|10262200|0|ED
ALH|ALLAHABAD|113300|1|1|195|25443222|81724317|321|VI
